estimated_owners,rating,game_name,developer,publisher
100000,74.87,Offworld Trading Company,Mohawk Games,Stardock Entertainment
200000,88.34,Lost in Vivo,KIRA,KIRA
200000,20.95,FlatOut 3: Chaos & Destruction,Team 6 Studios,Strategy First
200000,54.41,Crossroads Inn Anniversary Edition,Klabater,Klabater
100000,93.21,NEKOPARA Extra,NEKO WORKs,Sekai Project
200000,86.51,Autonauts,Denki,Curve Games
100000,92.13,Spooky's Jump Scare Mansion: HD Renovation,Albino Moose Games,Albino Moose Games
200000,62.12,Total War: PHARAOH,CREATIVE ASSEMBLY,SEGA
200000,50.44,Madden NFL 21,Electronic Arts,Electronic Arts
200000,82.07,GRIP: Combat Racing,Caged Element Inc.,Wired Productions
50000,93.42,StarVaders,Pengonauts,Joystick Ventures
100000,76.34,Storage Hunter Simulator,Raccoons Studio,astragon Entertainment
200000,67.72,Three Kingdoms The Last Warlord,LongYou Game Studio,LongYou Tech Ltd
200000,84.05,Gedonia,Kazakov Oleg,Kazakov Oleg
200000,90.39,Hero of the Kingdom,Lonely Troops,Lonely Troops
200000,42.22,Takedown: Red Sabre,Serellan LLC,505 Games
200000,78.58,NEBULOUS: Fleet Command,Eridanus Industries,Hooded Horse
100000,92.83,Emberward,Refic Games,Refic Games
200000,90.40,DARQ: Complete Edition,Unfold Games,Unfold Games
200000,83.74,Inkbound,Shiny Shoe,Shiny Shoe
500000,89.44,Perfect Heist 2,yeswecamp,yeswecamp
500000,89.50,Thimbleweed Park™,Terrible Toybox,Terrible Toybox
1000000,92.63,Unreal Tournament 2004: Editor's Choice Edition,Epic Games Inc.,Epic Games Inc.
500000,83.82,Shadowrun: Hong Kong - Extended Edition,Harebrained Schemes,Paradox Interactive
200000,76.06,THE GAME OF LIFE 2,Marmalade Game Studio Ltd,Marmalade Game Studio Ltd
200000,54.85,Resident Evil: Operation Raccoon City,Slant Six Games,Capcom Co. Ltd
200000,89.27,The Rise of the Golden Idol,Color Gray Games,Playstack
100000,79.56,大侠请重来,熊窝dodox,"熊窝dodox, RuiXiao"
200000,90.91,SENRAN KAGURA SHINOVI VERSUS,Tamsoft,"XSEED Games, Marvelous USA Inc., Marvelous"
100000,59.28,NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,CyberConnect2 Co. Ltd.,Bandai Namco Entertainment
20000,92.30,MineMogul,NoodleForge (Gvarados & Diomonder),NoodleForge
1000000,79.53,Lord of the Rings: War in the North,Snowblind Studios,Warner Bros. Interactive Entertainment
100000,91.37,The Witch's House MV,Fummy,DANGEN Entertainment
200000,88.11,Alina of the Arena,PINIX,"PINIX, IndieArk"
20000,90.32,Last Evil,Flametorch,Critical Bliss
200000,85.40,Ghost Exile,LostOneTeam,LostOneTeam
200000,88.11,Clanfolk,MinMax Games Ltd.,Hooded Horse
200000,84.53,Animal Shelter,Games Incubator,"Games Incubator, PlayWay S.A."
200000,79.50,The Age of Decadence,Iron Tower Studio,Iron Tower Studio
20000,93.65,BLACK SOULS II,"Eeny, meeny, miny, moe?","OTAKU Plan, NEWS"
50000,91.47,Neighbours back From Hell,Farbworks,HandyGames
20000,91.97,Trails in the Sky 1st Chapter,Nihon Falcom,GungHo Online Entertainment America Inc.
200000,67.29,Blackthorn Arena,PersonaeGame Studio,Light Up Games
500000,90.45,One Way Heroics,Smoking WOLF,PLAYISM
100000,84.27,Refind Self: The Personality Test Game,Lizardry,PLAYISM
500000,84.70,Divine Divinity,Larian Studios,Larian Studios
200000,69.62,35MM,Носков Сергей,Носков Сергей
200000,75.51,GOD EATER 2 Rage Burst,"BANDAI NAMCO Studio, SHIFT, QLOC",BANDAI NAMCO Entertainment
50000,88.20,Saiko no sutoka,Habupain,Habupain
100000,90.88,428: Shibuya Scramble,"Spike Chunsoft Co. Ltd., Abstraction Games",Spike Chunsoft Co. Ltd.
100000,86.91,灾厄黑龙与谎言公主,莓夜工作室,莓夜工作室
100000,90.53,Dune: Imperium,Dire Wolf,Dire Wolf
200000,83.24,AI: THE SOMNIUM FILES - nirvanA Initiative,Spike Chunsoft Co. Ltd.,Spike Chunsoft Co. Ltd.
100000,88.83,Amnesia™: Memories,"Idea Factory, Design Factory",Idea Factory International
20000,92.45,HENPRI,Qruppo,Shiravune
200000,41.01,Life is Feudal: MMO,LTG,LTG
500000,86.71,Commandos: Behind Enemy Lines,Pyro Studios,Kalypso Media Digital
500000,77.77,Risen 2: Dark Waters,Piranha Bytes,THQ Nordic
20000,85.47,Lust Theory - Season 1,Inceton Games,Inceton Games
200000,73.10,Farmer's Dynasty - Final Harvest Edition,UMEO Studios,Toplitz Productions
200000,83.87,.hack//G.U. Last Recode,CyberConnect2,Bandai Namco Entertainment
100000,74.84,Ship Graveyard Simulator 2,"Games Incubator, Hypnotic Ants","Games Incubator, PlayWay S.A."
20000,77.18,Star Trek: Voyager - Across the Unknown,Gamexcite,Daedalic Entertainment
100000,86.83,Fights in Tight Spaces,Ground Shatter,Balor Games
200000,84.44,DEFCON,Introversion Software,Introversion Software
2000000,58.68,Dead Bits,Microblast Games,SA Industry
100000,81.90,Panzer Corps 2,Flashback Games,Slitherine Ltd.
20000,82.07,He is Coming,Chronocle,Hooded Horse
200000,84.01,The Bridge,"Ty Taylor, Vega Castañeda",The Quantum Astrophysicists Guild
200000,82.87,Thea: The Awakening,MuHa Games,MuHa Games
200000,67.97,Frozenheim,Paranoid Interactive,"Untold Tales, Hyperstrange, Gamersky Games"
500000,82.67,Redout: Enhanced Edition,34BigThings srl,34BigThings srl
500000,88.97,Death Trash,Crafting Legends,Crafting Legends
100000,85.87,TEVI,"CreSpirit, GemaYue, Ein Lee","CreSpirit, Neverland Entertainment"
20000,93.29,Leaf it Alone,Eternity,Eternity
100000,93.54,Peaks of Yore,Anders Grube Jensen,TraipseWare
100000,54.39,Hyper Light Breaker,Heart Machine,Arc Games
200000,90.47,风信楼,Pingfang Games,Pingfang Games
200000,77.91,ZED ZONE,Leven Liu,INDIECN
100000,87.77,Plan B: Terraform,Gaddy Games,Gaddy Games
200000,87.23,SIMULACRA,Kaigan Games OÜ,"Kaigan Games OÜ, Neon Doctrine"
200000,87.10,Kandidatos,Shaikonina Games,Shaikonina Games
200000,82.60,Caveblazers,Deadpan Games,Yogscast Games
100000,73.58,Aragami 2,Lince Works,Lince Works
500000,78.97,Alpha Protocol™,Obsidian Entertainment,SEGA
200000,87.49,LUFTRAUSERS,Vlambeer,Devolver Digital
50000,90.30,HOLE,NEGAFISH,NEGAFISH
500000,80.11,The Guild II Renaissance,Runeforge Game Studio,THQ Nordic
200000,89.99,Nightmare Reaper,Blazing Bit Games,Blazing Bit Games
200000,67.48,Daymare: 1998,Invader Studios,"Destructive Creations, All in! Games"
200000,80.11,Spellcaster University,Sneaky Yak Studio,"Sneaky Yak Studio, WhisperGames"
200000,71.44,GUNDAM BREAKER 4,CRAFTS & MEISTER Co. Ltd.,Bandai Namco Entertainment Inc.
100000,56.11,Warbox,Mantaliss,Mantaliss
200000,65.68,Dinosaur Hunt,Racing Bros,ANPA.US
20000,89.25,Projekt: Passion - Season 1,Classy Lemon,Classy Lemon
100000,94.45,Loddlenaut,Moon Lagoon,Secret Mode
50000,78.87,Carrier Command 2,Geometa,MicroProse Software
1000000,72.69,Battlerite Royale,Stunlock Studios,Stunlock Studios
50000,85.60,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment
200000,82.31,Shelter 2,Might and Delight,Might and Delight
200000,76.99,Caster,Elecorn,Elecorn
200000,72.64,Exit the Gungeon,"Dodge Roll, Singlecore",Devolver Digital
200000,84.78,Music Racer,AbstractArt,AbstractArt
500000,71.67,Blockland,"Eric Hartman, Ben Garney, Anthony Rotondo",Step 1 Games LLC
200000,92.86,TIS-100,Zachtronics,Zachtronics
500000,81.45,Forgive Me Father,Byte Barrel,Fulqrum Publishing
200000,92.87,Northern Journey,Slid Studio,Slid Studio
1000000,82.39,Deponia: The Complete Journey,Daedalic Entertainment,Daedalic Entertainment
100000,83.16,Tinkerlands,"CodeManu, Endless Coffee",HypeTrain Digital
200000,89.54,Lovers in a Dangerous Spacetime,Asteroid Base,Asteroid Base
200000,84.54,Growing Up,Vile Monarch,"Vile Monarch, Spiral Up Games"
200000,93.58,Chicory: A Colorful Tale,"Wishes Ultd., Greg Lobanov, Alexis Dean-Jones, Lena Raine, Madeline Berger, A Shell in the Pit",Finji
20000,92.84,Cleared Hot,Not Knowing Corporation,MicroProse Software
200000,81.38,Stolen Realm,Burst2Flame Entertainment,Burst2Flame Entertainment
200000,68.14,Edge Of Eternity,Midgar Studio,Nacon
50000,89.61,Anger Foot,Free Lives,Devolver Digital
200000,91.44,Megaquarium,Twice Circled,Twice Circled
200000,85.13,INFRA,Loiste Interactive,Loiste Interactive
20000,83.72,Crisol: Theater of Idols,Vermila Studios,Blumhouse Games
200000,75.59,Sniper Elite V2 Remastered,Rebellion,Rebellion
200000,79.74,THE KING OF FIGHTERS XIV STEAM EDITION,"SNK CORPORATION, Abstraction Games",SNK CORPORATION
500000,61.91,Battleborn,Gearbox Software,2K
100000,84.12,POPUCOM,Hypergryph,"GRYPHLINE, Fireshine Games"
100000,81.48,Dice & Fold,Tinymice Entertainment,"Rogue Duck Interactive, Gamersky Games"
50000,93.65,月に寄りそう乙女の作法,Navel,HIKARI FIELD
100000,78.69,Them's Fightin' Herds,Mane6 Inc.,Gameplay Group International
500000,77.36,Red Faction Guerrilla Re-Mars-tered,"Volition, KAIKO",Deep Silver
50000,76.86,Train Sim World® 4,Dovetail Games,Dovetail Games - TSW
20000,75.65,LORT,Big Distraction,Big Distraction
200000,89.42,Zombie Night Terror,NoClip,Good Shepherd Entertainment
200000,89.73,Monument Valley 2,ustwo games,ustwo games
100000,91.58,Freedom Planet,GalaxyTrail,GalaxyTrail
200000,86.48,Apotheon,Alientrap,Alientrap
100000,79.80,Kynseed,PixelCount Studios,PixelCount Studios
200000,92.05,Progressbar95,Igor Uduslivii,Spooky House Studios UG haftungsbeschraenkt
200000,82.88,HELLCARD,Thing Trunk,Skystone Games
500000,86.59,Men of War™,"Best Way, Digitalmindsoft",Fulqrum Publishing
50000,92.15,Muv-Luv Alternative,aNCHOR Inc.,aNCHOR Inc.
200000,85.57,Low Magic Age,Low Magic Studios,Low Magic Studios
500000,84.58,Juicy Realm,SpaceCan,XD
100000,91.16,Mars First Logistics,Shape Shop,"Shape Shop, Outersloth"
200000,89.09,killer7,"GRASSHOPPER MANUFACTURE INC., Engine Software BV",NIS America Inc.
200000,91.92,Windowkill,torcado,torcado
200000,77.79,BlazBlue: Cross Tag Battle,Arc System Works,Arc System Works
200000,88.55,Rock of Ages,ACE Team,SEGA
20000,90.40,Void War,Tundra,Tundra
20000,89.93,Her New Memory - Hentai Simulator,Zodiacus Games,Zodiacus Games
200000,88.41,Tape to Tape,Excellent Rectangle,Excellent Rectangle
100000,85.42,Get To Work,Isto Inc.,Isto Inc.
20000,79.70,The Dark Queen of Mortholme,Mosu,Monster Theater
500000,80.85,DOKA 2 KISHKI EDITION,Agafonoff,Agafonoff
200000,54.79,PRO EVOLUTION SOCCER 2019,Konami Digital Entertainment,Konami Digital Entertainment
100000,54.20,Heartbound,Pirate Software,Pirate Software
50000,80.89,West Sweety,AFOG,AFOG
100000,64.79,Dungeon Defenders: Awakened,Chromatic Games,Chromatic Games
100000,90.75,IMSCARED,Ivan Zanotti's MyMadnessWorks,Ivan Zanotti's MyMadnessWorks
200000,80.55,Expeditions: Viking,Logic Artists,THQ Nordic
200000,57.33,Ace Combat Assault Horizon - Enhanced Edition,NAMCO,BANDAI NAMCO Entertainment
100000,80.31,Terminator: Dark Fate - Defiance,Slitherine Ltd.,Slitherine Ltd.
100000,78.70,Kanjozoku Game レーサー Online Street Racing & Drift,SG DEV,Midnight Games
200000,83.00,Vigil: The Longest Night,Glass Heart Games,Glass Heart Games
200000,87.19,RiME,"Tequila Works, QLOC","Grey Box, Six Foot"
200000,87.45,Oh...Sir!! The Insult Simulator,Vile Monarch,Good Shepherd Entertainment
100000,87.63,The Cabin Factory,International Cat Studios,Future Friends Games
100000,75.59,The Complex,"Wales Interactive, Good Gate Media, Little Jade Productions",Wales Interactive
100000,71.92,Heliborne Collection,Klabater,Klabater
20000,65.76,Ashen,A44,Annapurna Interactive
100000,87.91,SPACEPLAN,Jake Hollands,Devolver Digital
200000,88.38,Ring of Pain,"Simon Boxer, Twice Different",Balor Games
500000,90.47,Human Resource Machine,Tomorrow Corporation,Tomorrow Corporation
200000,85.48,60 Parsecs!,Robot Gentleman,Robot Gentleman
200000,92.52,Orbt XL,Adamvision Studios,Adamvision Studios
500000,79.76,Dreamfall Chapters,Red Thread Games,Red Thread Games
200000,90.81,Who's Lila?,Garage Heathen,"Garage Heathen, IndieArk"
20000,90.52,Hentai Girl Fantasy,GirlGames,GirlGames
20000,90.26,Lucid Blocks,Lucy B. Locks,Lucy B. Locks
500000,89.35,Paradise Killer,Kaizen Game Works,Fellow Traveller
100000,61.74,Initial Drift Online,RewindApp,RewindApp
500000,86.22,The Entropy Centre,Stubby Games,Playstack
200000,90.30,The Legend of Tianding,"Creative Games Computer Graphics Corporation, Neon Doctrine",Neon Doctrine
200000,64.61,Deadly Premonition: The Director's Cut,Rising Star Games,Rising Star Games
200000,86.80,Serious Sam Classics: Revolution,"Croteam, Alligator Pit",Devolver Digital
200000,86.51,Dungeon Clawler,Stray Fawn Studio,Stray Fawn Publishing
100000,63.15,Mysteria ~Occult Shadows~,U-Secret Studio,SakuraGame
100000,91.85,Dystopika,Voids Within,"Voids Within, UNIKAT Label"
200000,77.73,Kentucky Route Zero: PC Edition,Cardboard Computer,Cardboard Computer
200000,81.18,Roguebook,Abrakam Entertainment SA,Nacon
100000,88.17,Pretty Angel,GirlGames,GirlGames
100000,83.40,Fears to Fathom - Woodbury Getaway,Rayll Studios,Rayll Studios
200000,89.47,OTXO,Lateralis Heavy Industries,Super Rare Originals
500000,84.49,Rock 'N' Roll Defense,NukGames,NukGames
500000,90.03,SKALD: Against the Black Priory,High North Studios AS,Raw Fury
100000,80.29,Everything,David OReilly,"David OReilly, PLAYISM (Japan)"
20000,83.84,DEEMO -Reborn-,Rayark International Limited,Rayark International Limited
200000,51.61,Syberia 3,Microids,Microids
100000,94.23,Milo and the Magpies,Johan Scherft,Second Maze
200000,79.30,Production Line : Car factory simulation,Positech Games,Positech Games
200000,88.10,X-Morph: Defense,EXOR Studios,EXOR Studios
1000000,91.20,X-COM: UFO Defense,MicroProse Software Inc,2K
500000,76.49,Barro,SC Jogos,SC Jogos
100000,55.72,Class of '09: The Flip Side,SBN3,Wrath Club
200000,91.31,Notch - The Innocent LunA: Eclipsed SinnerS,"Angels Blue Digital Entertainment, DigitalEZ",DigitalEZ
100000,89.84,The End Is Nigh,"Edmund McMillen, Tyler Glaiel","Edmund McMillen, Tyler Glaiel"
20000,87.97,Life is Strange: Reunion,Deck Nine Games,Square Enix
50000,91.60,NUKITASHI,Qruppo,Shiravune
200000,86.28,The Banner Saga 2,Stoic,Stoic
20000,80.80,Hell Clock,Rogue Snail,Mad Mushroom
500000,89.99,Guacamelee! Gold Edition,Drinkbox Studios,"Drinkbox Studios, Kepler Ghost"
50000,88.03,SchoolBoy Runaway,Linked Squad,Linked Squad
50000,79.80,Until Dawn™,Ballistic Moon,PlayStation Publishing LLC
200000,35.52,Resident Evil Re:Verse,CAPCOM Co. Ltd.,CAPCOM Co. Ltd.
20000,92.91,Metal Garden,Tinerasoft,Tinerasoft
100000,83.27,Noel the Mortal Fate Complete Edition,"KANAWO, Vaka Game Magazine",Vaka Game Magazine
200000,86.20,Scythe: Digital Edition,The Knights of Unity,The Knights of Unity
20000,83.83,Hell is Us,Rogue Factor,Nacon
20000,88.98,s.p.l.i.t,Mike Klubnika,"Mike Klubnika, Oro Interactive"
500000,57.62,Warhammer: Chaosbane,Eko Software,Nacon
200000,89.24,Just Go,Studio Amateur,Studio Amateur
200000,69.66,A Total War Saga: TROY,"CREATIVE ASSEMBLY, Feral Interactive (Mac)","SEGA, Feral Interactive"
200000,83.92,RUMBLE,Buckethead Entertainment,Buckethead Entertainment
100000,82.42,天外武林 (Traveler of Wuxia),香港商河洛互動娛樂股份有限公司,香港商河洛互動娛樂股份有限公司
20000,86.16,Wish,Momentum Games,Momentum Games
200000,71.27,Rise of Industry,Dapper Penguin Studios,Kasedo Games
50000,90.07,At Dead Of Night,Baggy Cat Ltd.,Baggy Cat Ltd.
100000,85.29,Star Valor,Rafael Burgos,Rafael Burgos
200000,86.40,Scanner Sombre,Introversion Software,Introversion Software
100000,80.06,Dark Hours,Piece of Cake studios,"Piece of Cake studios, Kepler Ghost"
200000,89.00,HIVESWAP: ACT 1,What Pumpkin Games Inc.,What Pumpkin Games Inc.
50000,92.85,Star of Providence,Team D-13,"Team D-13, Bigmode"
100000,83.56,Home Sweet Home,"YGGDRAZIL GROUP CO.,LTD","YGGDRAZIL GROUP CO.,LTD"
200000,86.58,Happy Game,Amanita Design,Amanita Design
200000,83.20,Crying Suns,Alt Shift,Alt Shift
200000,76.29,Staxel,Plukit,Balor Games
200000,69.01,Surviving the Aftermath,Iceflake Studios,Paradox Interactive
20000,82.27,RoboCop: Rogue City - Unfinished Business,Teyon,Nacon
100000,86.41,CaseCracker,BlackRobe,BlackRobe
100000,85.00,Looking Up I See Only A Ceiling,silver978,IndieArk
50000,93.43,月影魅像-解放之羽-,Applique,HIKARI FIELD
20000,92.59,Space Rock Breaker,WAKA WAKA,WAKA WAKA
100000,84.41,MY HERO ONE'S JUSTICE 2,BYKING,BANDAI NAMCO Entertainment
100000,92.81,Railroader,Giraffe Lab LLC,Giraffe Lab LLC
20000,88.71,Master of Command,Armchair Interactive,Armchair Interactive
200000,93.17,Snufkin: Melody of Moominvalley,Hyper Games,Raw Fury
100000,81.47,Welcome to the Game II,Reflect Studios,Reflect Studios
200000,78.87,CASE 2: Animatronics Survival,Walnut LLC,Walnut LLC
100000,91.56,Our Adventurer Guild,GreenGuy,GreenGuy
200000,87.09,Monstrum,Team Junkfish,Junkfish Limited
20000,79.28,Tales of the Shire: A The Lord of The Rings™ Game,Wētā Workshop,Fictions
20000,94.62,planetarian HD,VisualArts/Key,VisualArts
200000,86.25,Fire Pro Wrestling World,Spike Chunsoft Co. Ltd.,Spike Chunsoft Co. Ltd.
200000,71.32,Starpoint Gemini Warlords,Little Green Men Games,Little Green Men Games
200000,84.81,7 Days to End with You,Lizardry,PLAYISM
100000,76.26,Alone in the Dark,Pieces Interactive,THQ Nordic
100000,89.69,Finnish Cottage Simulator,RANELA GAMES,RANELA GAMES
50000,77.99,Rebirth:Mr Wang,DSGame,DSGame
50000,73.26,War on the Sea,Killerfish Games,Killerfish Games
200000,83.33,Gas Guzzlers Extreme,Gamepires,Gamepires
100000,86.73,HAAK,Blingame,OKJOY
200000,84.73,METAL SLUG X,"SNK CORPORATION, Dotemu",SNK CORPORATION
100000,77.41,TRIANGLE STRATEGY,"Square Enix, ARTDINK",Square Enix
100000,93.61,Walkabout Mini Golf VR,Mighty Coconut,Mighty Coconut
200000,84.27,Disgaea 5 Complete,Nippon Ichi Software Inc.,NIS America Inc.
200000,81.81,AKIBA'S TRIP: Undead ＆ Undressed,ACQUIRE Corp.,"XSEED Games, Marvelous USA Inc."
200000,92.02,Shadows Over Loathing,Asymmetric,Asymmetric
200000,86.42,Death Coming/死神来了,NEXT Studios,NEXT Studios
100000,92.68,Dream Ending,#workshop,NVLMaker
200000,83.42,Tacoma,Fullbright,"Fullbright, Serenity Forge"
200000,50.36,Rento Fortune: Online Dice Board Game (大富翁),LAN - GAMES LTD,LAN - GAMES LTD
200000,82.25,Heretic's Fork,9FingerGames,Ravenage Games
100000,42.37,SYNDUALITY Echo of Ada,Game Studio Inc.,Bandai Namco Entertainment
200000,89.37,Ys Origin,Nihon Falcom,XSEED Games
100000,87.76,Void Stranger,System Erasure,System Erasure
50000,91.35,Cyber Hook,Blazing Stick,Graffiti Games
100000,76.68,Digimon Survive,HYDE Inc.,Bandai Namco Entertainment Inc.
100000,82.04,Fly Corp,KishMish Games,KishMish Games
100000,73.86,Eiyuden Chronicle: Hundred Heroes,Rabbit & Bear Studios,505 Games
100000,93.04,Hylics 2,Mason Lindroth,Mason Lindroth
200000,84.23,Clue/Cluedo: Classic Edition,Marmalade Game Studio Ltd,Marmalade Game Studio Ltd
500000,67.90,Starpoint Gemini 2,Little Green Men Games,Little Green Men Games
200000,85.58,Superfighters Deluxe,MythoLogic Interactive,MythoLogic Interactive
20000,90.42,美女，请别影响我成仙,蒸汽满满工作室,一相逢互动娱乐
500000,77.87,SYNTHETIK 2,Flow Fire Games,Flow Fire Games
200000,84.30,GTTOD,Andrew Smith,Hitcents
50000,93.93,Path of Achra,Ulfsire,Slouching Beast LLC
200000,90.56,Eleven Table Tennis,For Fun Labs,For Fun Labs
200000,90.33,Hyperdimension Neptunia Re;Birth3 V Generation,"Idea Factory, Compile Heart, Felistella","Idea Factory, Idea Factory International"
200000,80.76,永远消失的幻想乡 ～ The Disappearing of Gensokyo,MyACG Studio,MyACG Studio
200000,86.51,Icewind Dale: Enhanced Edition,Beamdog,Beamdog
100000,63.61,Techtonica,Fire Hose Games,Fire Hose Games
200000,77.31,Obduction,Cyan Inc.,Cyan Inc.
100000,68.83,PILGRIM,DESPERATE MEASURES,DESPERATE MEASURES
200000,87.74,Timberman VS,Digital Melody,Forever Entertainment S. A.
50000,81.67,Gunsmith Simulator,GameHunters,PlayWay S.A.
200000,87.40,Legend of Grimrock 2,Almost Human Games,Almost Human Games
200000,90.35,HYPER DEMON,Sorath,Sorath
20000,89.61,Beat Banger,BunFan Games LLC,BunFan Games LLC
20000,92.23,Tiny Aquarium: Social Fishkeeping,Lunheim Studios,"Future Friends Games, Gamersky Games"
200000,91.81,Magical Girl Celesphonia,Shimobashira Workshop,Kagura Games
50000,80.51,House of Legacy,S3 Studio,Thermite Games
1000000,88.24,Cthulhu Saves the World,Zeboyd Digital Entertainment LLC,Zeboyd Digital Entertainment LLC
100000,92.20,Laughing to Die,大吉利制作组,"Gamera Games, Gamirror Games"
20000,79.75,SHINOBI: Art of Vengeance,"SEGA, Lizardcube",SEGA
200000,53.05,Guardians of Orion (Phase 2),DANKIE,DANKIE
200000,66.70,Bound By Flame,Spiders,Focus Entertainment
